"","Entry","Group","Length","topMotifSum","canoSum","phosSum","KSum"
"8893","Q9UHC1","canon",1453,5,5,1,4
"8894","Q9UHC6","canon",1331,2,2,1,2
"8895","Q9UHD0","canon",177,1,1,2,1
"8896","Q9UHD2","canon",729,3,3,2,3
"8897","Q9UHD8","canon",586,1,1,1,1
"8898","Q9UHD9","canon",624,2,2,2,1
"8899","Q9UHG0","canon",476,1,1,1,2
"8900","Q9UHI8","canon",967,1,1,1,2
"8901","Q9UHJ3","canon",866,3,3,1,4
"8902","Q9UHL0","canon",483,3,3,1,3
"8903","Q9UHL9","canon",959,4,4,1,4
"8904","Q9UHP3","canon",1055,5,5,1,3
"8905","Q9UHQ4","canon",241,2,2,3,2
"8906","Q9UHV5","canon",662,1,1,1,1
"8907","Q9UHV7","canon",2174,3,3,1,2
"8908","Q9UHW9","canon",1150,1,1,1,1
"8909","Q9UHX3","canon",823,1,1,1,1
"8910","Q9UI10","canon",523,2,2,1,1
"8911","Q9UI12","canon",483,1,1,1,1
"8912","Q9UI26","canon",975,1,1,1,1
"8913","Q9UI33","canon",1791,2,2,4,1
"8914","Q9UI47","canon",895,1,1,1,1
"8915","Q9UIA9","canon",1087,1,1,3,1
"8916","Q9UID3","canon",782,1,1,2,2
"8917","Q9UIF8","canon",2168,6,6,3,13
"8918","Q9UIF9","canon",1905,4,4,4,8
"8919","Q9UIG0","canon",1483,4,4,1,11
"8920","Q9UII4","canon",1024,4,4,1,3
"8921","Q9UIQ6","canon",1025,1,1,1,5
"8922","Q9UIS9","canon",605,1,1,1,3
"8923","Q9UIW2","canon",1896,2,2,4,4
"8924","Q9UJ04","canon",414,1,1,2,1
"8925","Q9UJ41","canon",708,1,1,2,2
"8926","Q9UJ83","canon",578,1,1,3,1
"8927","Q9UJ98","canon",1225,2,2,4,3
"8928","Q9UJA3","canon",840,2,2,3,1
"8929","Q9UJC3","canon",728,3,3,4,4
"8930","Q9UJF2","canon",1139,6,6,2,3
"8931","Q9UJS0","canon",675,1,1,1,3
"8932","Q9UJT2","canon",592,1,1,2,1
"8933","Q9UJW8","canon",692,1,1,3,1
"8934","Q9UJX2","canon",597,2,2,1,2
"8935","Q9UJX6","canon",822,1,1,2,1
"8936","Q9UJY5","canon",639,2,2,1,2
"8937","Q9UK10","canon",706,1,1,5,1
"8938","Q9UK13","canon",617,1,1,3,1
"8939","Q9UK32","canon",745,1,1,1,3
"8940","Q9UK55","canon",444,2,2,4,1
"8941","Q9UK61","canon",1670,4,4,1,10
"8942","Q9UK73","canon",627,1,1,1,2
"8943","Q9UK80","canon",565,2,2,2,2
"8944","Q9UK99","canon",471,1,1,2,1
"8945","Q9UKA4","canon",1901,4,4,8,4
"8946","Q9UKB1","canon",542,1,1,2,2
"8947","Q9UKD2","canon",239,1,1,1,1
"8948","Q9UKE5","canon",1360,5,5,2,1
"8949","Q9UKG1","canon",709,3,3,3,3
"8950","Q9UKG9","canon",612,6,6,1,3
"8951","Q9UKI8","canon",766,3,3,2,2
"8952","Q9UKI9","canon",436,1,1,1,2
"8953","Q9UKJ3","canon",1502,3,3,2,2
"8954","Q9UKK3","canon",1724,4,4,3,1
"8955","Q9UKL0","canon",482,1,1,3,1
"8956","Q9UKL3","canon",1982,6,6,5,10
"8957","Q9UKL6","canon",214,1,1,1,2
"8958","Q9UKN7","canon",3530,4,4,7,4
"8959","Q9UKP5","canon",1117,2,2,2,1
"8960","Q9UKQ2","canon",775,1,1,1,5
"8961","Q9UKS6","canon",424,1,1,1,1
"8962","Q9UKU0","canon",697,2,2,3,4
"8963","Q9UKU6","canon",1024,1,1,3,5
"8964","Q9UKU7","canon",415,1,1,1,1
"8965","Q9UKV0","canon",1011,6,6,3,1
"8966","Q9UKV3","canon",1341,4,4,4,3
"8967","Q9UKX2","canon",1941,12,12,4,14
"8968","Q9UKX3","canon",1938,11,11,4,13
"8969","Q9UKY1","canon",873,1,1,1,1
"8970","Q9UKZ1","canon",510,1,1,1,2
"8971","Q9UKZ4","canon",2725,2,2,6,1
"8972","Q9UL03","canon",887,1,1,2,4
"8973","Q9UL15","canon",447,3,3,4,8
"8974","Q9UL16","canon",551,5,5,1,5
"8975","Q9UL36","canon",1845,1,1,3,2
"8976","Q9UL42","canon",364,2,2,1,2
"8977","Q9UL46","canon",239,2,2,1,1
"8978","Q9UL54","canon",1235,6,6,2,2
"8979","Q9UL62","canon",973,3,3,1,1
"8980","Q9UL68","canon",1186,1,1,2,1
"8981","Q9ULB1","canon",1477,2,2,3,1
"8982","Q9ULC6","canon",663,1,1,2,2
"8983","Q9ULD0","canon",1010,2,2,1,2
"8984","Q9ULD2","canon",1270,1,1,1,3
"8985","Q9ULD4","canon",1205,3,3,2,7
"8986","Q9ULD9","canon",1512,1,1,1,6
"8987","Q9ULE0","canon",1092,4,4,5,3
"8988","Q9ULE3","canon",1009,2,2,3,1
"8989","Q9ULE4","canon",1060,9,9,3,7
"8990","Q9ULG1","canon",1556,3,3,8,5
"8991","Q9ULG3","canon",409,1,1,1,3
"8992","Q9ULG6","canon",757,2,2,3,3
"8993","Q9ULH0","canon",1771,4,4,3,6
"8994","Q9ULH1","canon",1129,2,2,1,2
"8995","Q9ULH7","canon",1088,4,4,3,4
"8996","Q9ULI0","canon",1458,2,2,2,7
"8997","Q9ULI1","canon",1742,2,2,4,4
"8998","Q9ULI2","canon",386,1,1,1,1
"8999","Q9ULJ1","canon",636,3,3,3,5
"9000","Q9ULJ7","canon",1429,3,3,1,1
"9001","Q9ULJ8","canon",1098,5,5,3,4
"9002","Q9ULK2","canon",861,1,1,1,1
"9003","Q9ULK4","canon",1368,2,2,2,1
"9004","Q9ULL1","canon",1385,4,4,3,1
"9005","Q9ULL4","canon",1909,4,4,3,1
"9006","Q9ULL5","canon",1215,1,1,1,1
"9007","Q9ULL8","canon",1493,4,4,1,1
"9008","Q9ULM0","canon",1364,5,5,1,2
"9009","Q9ULM3","canon",1422,4,4,3,2
"9010","Q9ULP9","canon",559,2,2,3,1
"9011","Q9ULQ0","canon",834,1,1,6,2
"9012","Q9ULT0","canon",858,2,2,2,3
"9013","Q9ULT8","canon",2610,3,3,6,2
"9014","Q9ULU4","canon",1186,4,4,2,1
"9015","Q9ULU8","canon",1353,10,10,5,5
"9016","Q9ULV0","canon",1848,5,5,9,8
"9017","Q9ULV8","canon",474,1,1,1,1
"9018","Q9ULW0","canon",747,4,4,3,5
"9019","Q9ULW8","canon",664,2,2,4,1
"9020","Q9ULZ2","canon",295,1,1,1,2
"9021","Q9UM00","canon",188,1,1,1,5
"9022","Q9UM19","canon",191,1,1,1,1
"9023","Q9UM21","canon",535,1,1,2,7
"9024","Q9UM54","canon",1294,3,3,3,4
"9025","Q9UM82","canon",520,1,1,1,3
"9026","Q9UMR2","canon",479,1,1,2,5
"9027","Q9UMR3","canon",447,1,1,1,2
"9028","Q9UMX0","canon",589,2,2,1,1
"9029","Q9UMZ3","canon",2332,1,1,9,4
"9030","Q9UN30","canon",329,1,1,2,2
"9031","Q9UN66","canon",801,2,2,1,1
"9032","Q9UN79","canon",622,1,1,1,1
"9033","Q9UNA1","canon",814,4,4,2,4
"9034","Q9UNA3","canon",340,1,1,1,2
"9035","Q9UNA4","canon",740,6,6,4,1
"9036","Q9UNE0","canon",448,2,2,2,1
"9037","Q9UNF1","canon",606,2,2,1,2
"9038","Q9UNH7","canon",406,3,3,1,3
"9039","Q9UNN4","canon",478,2,2,1,1
"9040","Q9UNS2","canon",423,1,1,1,1
"9041","Q9UNW9","canon",492,1,1,1,1
"9042","Q9UNX3","canon",145,2,2,1,4
"9043","Q9UNX4","canon",943,2,2,2,2
"9044","Q9UNY4","canon",1162,2,2,2,2
"9045","Q9UP79","canon",889,2,2,2,2
"9046","Q9UP83","canon",839,2,2,2,3
"9047","Q9UP95","canon",1085,1,1,1,2
"9048","Q9UPA5","canon",3926,4,4,8,3
"9049","Q9UPE1","canon",567,1,1,1,1
"9050","Q9UPM8","canon",1137,3,3,3,2
"9051","Q9UPN3","canon",7388,31,31,28,23
"9052","Q9UPN6","canon",1271,3,3,1,1
"9053","Q9UPN9","canon",1127,2,2,1,2
"9054","Q9UPP1","canon",1060,1,1,2,4
"9055","Q9UPP5","canon",1409,2,2,5,2
"9056","Q9UPQ0","canon",1083,7,7,2,2
"9057","Q9UPQ4","canon",493,1,1,1,2
"9058","Q9UPQ7","canon",1066,1,1,2,2
"9059","Q9UPQ9","canon",1833,1,1,4,1
"9060","Q9UPR3","canon",1016,1,1,1,3
"9061","Q9UPR5","canon",921,5,5,1,3
"9062","Q9UPS6","canon",1966,2,2,2,5
"9063","Q9UPS8","canon",1709,8,8,6,8
"9064","Q9UPT5","canon",735,5,5,2,4
"9065","Q9UPT6","canon",1336,3,3,2,1
"9066","Q9UPT8","canon",1303,1,1,2,2
"9067","Q9UPU5","canon",2620,6,6,8,8
"9068","Q9UPU9","canon",718,3,3,2,2
"9069","Q9UPV9","canon",953,3,3,2,3
"9070","Q9UPW5","canon",1226,1,1,3,1
"9071","Q9UPW8","canon",1703,5,5,7,6
"9072","Q9UPX6","canon",916,1,1,2,3
"9073","Q9UPY3","canon",1922,4,4,2,6
"9074","Q9UPY6","canon",502,1,1,2,1
"9075","Q9UPZ6","canon",1657,1,1,5,2
"9076","Q9UQ07","canon",419,3,3,3,1
"9077","Q9UQ13","canon",582,1,1,1,2
"9078","Q9UQ53","canon",548,2,2,1,2
"9079","Q9UQ84","canon",846,2,2,1,1
"9080","Q9UQ90","canon",795,4,4,2,1
"9081","Q9UQB3","canon",1225,3,3,1,2
"9082","Q9UQB9","canon",309,1,1,2,1
"9083","Q9UQC9","canon",943,1,1,2,1
"9084","Q9UQD0","canon",1980,2,2,4,4
"9085","Q9UQE7","canon",1217,11,11,6,15
"9086","Q9UQF0","canon",538,1,1,1,1
"9087","Q9UQG0","canon",969,2,2,5,6
"9088","Q9UQM7","canon",478,2,2,1,1
"9089","Q9UQR0","canon",700,2,2,2,1
"9090","Q9UQR1","canon",794,1,1,6,2
"9091","Q9WJR5","canon",959,1,1,6,6
"9092","Q9Y210","canon",931,2,2,2,3
"9093","Q9Y216","canon",660,2,2,1,1
"9094","Q9Y217","canon",621,1,1,2,3
"9095","Q9Y223","canon",722,3,3,2,2
"9096","Q9Y230","canon",463,1,1,2,1
"9097","Q9Y232","canon",598,2,2,2,3
"9098","Q9Y238","canon",1755,6,6,4,2
"9099","Q9Y239","canon",953,3,3,3,1
"9100","Q9Y247","canon",325,3,3,1,1
"9101","Q9Y250","canon",596,3,3,3,3
"9102","Q9Y264","canon",503,2,2,2,1
"9103","Q9Y266","canon",331,2,2,1,1
"9104","Q9Y279","canon",399,2,2,2,1
"9105","Q9Y282","canon",383,2,2,1,2
"9106","Q9Y283","canon",1065,3,3,2,3
"9107","Q9Y297","canon",605,1,1,3,2
"9108","Q9Y2B1","canon",443,1,1,1,2
"9109","Q9Y2D5","canon",859,1,1,1,4
"9110","Q9Y2D8","canon",614,2,2,3,3
"9111","Q9Y2F5","canon",2266,2,2,6,7
"9112","Q9Y2F9","canon",522,1,1,2,1
"9113","Q9Y2G0","canon",817,2,2,3,5
"9114","Q9Y2G1","canon",1151,1,1,1,1
"9115","Q9Y2G9","canon",1366,5,5,1,1
"9116","Q9Y2H1","canon",464,1,1,1,1
"9117","Q9Y2H5","canon",1048,6,6,2,5
"9118","Q9Y2H6","canon",1198,1,1,1,3
"9119","Q9Y2H8","canon",683,2,2,2,2
"9120","Q9Y2H9","canon",1570,4,4,2,1
"9121","Q9Y2I1","canon",1504,2,2,1,1
"9122","Q9Y2I6","canon",1382,8,8,2,7
"9123","Q9Y2I7","canon",2098,8,8,2,5
"9124","Q9Y2I9","canon",924,3,3,4,3
"9125","Q9Y2J0","canon",694,1,1,1,2
"9126","Q9Y2J8","canon",665,1,1,1,7
"9127","Q9Y2K2","canon",1263,2,2,2,2
"9128","Q9Y2K3","canon",1946,8,8,6,9
"9129","Q9Y2K5","canon",976,1,1,1,1
"9130","Q9Y2K6","canon",914,1,1,1,1
"9131","Q9Y2K7","canon",1162,4,4,3,3
"9132","Q9Y2K9","canon",1186,2,2,1,1
"9133","Q9Y2L1","canon",958,1,1,1,5
"9134","Q9Y2L5","canon",1435,1,1,5,1
"9135","Q9Y2L6","canon",1034,6,6,1,9
"9136","Q9Y2L8","canon",839,3,3,1,2
"9137","Q9Y2L9","canon",728,2,2,2,1
"9138","Q9Y2M0","canon",1017,1,1,4,1
"9139","Q9Y2R2","canon",807,3,3,1,1
"9140","Q9Y2R4","canon",599,1,1,5,5
"9141","Q9Y2S2","canon",319,1,1,2,2
"9142","Q9Y2U5","canon",619,1,1,1,2
"9143","Q9Y2U8","canon",911,2,2,1,1
"9144","Q9Y2V7","canon",657,2,2,1,3
"9145","Q9Y2W1","canon",955,1,1,1,3
"9146","Q9Y2W7","canon",256,1,1,1,1
"9147","Q9Y2Z0","canon",365,1,1,1,3
"9148","Q9Y324","canon",198,1,1,1,2
"9149","Q9Y371","canon",365,2,2,1,3
"9150","Q9Y376","canon",341,2,2,4,2
"9151","Q9Y394","canon",339,1,1,1,2
"9152","Q9Y3A2","canon",253,2,2,1,7
"9153","Q9Y3A5","canon",250,2,2,2,5
"9154","Q9Y3B8","canon",237,1,1,1,3
"9155","Q9Y3E7","canon",222,3,3,1,1
"9156","Q9Y3I0","canon",505,1,1,1,1
"9157","Q9Y3L3","canon",701,2,2,2,3
"9158","Q9Y3M8","canon",1113,3,3,3,3
"9159","Q9Y3M9","canon",751,1,1,1,2
"9160","Q9Y3P9","canon",1069,5,5,3,4
"9161","Q9Y3Q4","canon",1203,2,2,1,1
"9162","Q9Y3R0","canon",1128,3,3,1,4
"9163","Q9Y3R5","canon",2298,4,4,6,1
"9164","Q9Y3S1","canon",2297,4,4,1,1
"9165","Q9Y3T9","canon",749,1,1,5,3
"9166","Q9Y3Z3","canon",626,3,3,3,5
"9167","Q9Y463","canon",629,1,1,2,2
"9168","Q9Y485","canon",3027,2,2,13,1
"9169","Q9Y487","canon",856,4,4,1,2
"9170","Q9Y490","canon",2541,6,6,1,4
"9171","Q9Y493","canon",2812,1,1,2,1
"9172","Q9Y496","canon",699,5,5,1,4
"9173","Q9Y4A5","canon",3859,14,14,8,3
"9174","Q9Y4A8","canon",694,2,2,1,2
"9175","Q9Y4B4","canon",1467,3,3,4,3
"9176","Q9Y4B5","canon",1905,7,7,7,4
"9177","Q9Y4B6","canon",1507,6,6,2,1
"9178","Q9Y4C1","canon",1321,1,1,3,8
"9179","Q9Y4C4","canon",1052,1,1,1,2
"9180","Q9Y4C8","canon",960,3,3,1,4
"9181","Q9Y4D1","canon",1078,2,2,1,3
"9182","Q9Y4D7","canon",1925,3,3,3,2
"9183","Q9Y4D8","canon",3996,8,8,4,6
"9184","Q9Y4E1","canon",1318,2,2,2,3
"9185","Q9Y4E5","canon",1061,2,2,5,2
"9186","Q9Y4E6","canon",1490,1,1,2,2
"9187","Q9Y4E8","canon",981,3,3,2,2
"9188","Q9Y4F1","canon",1045,2,2,1,1
"9189","Q9Y4F3","canon",1742,6,6,8,3
"9190","Q9Y4F5","canon",1589,2,2,3,2
"9191","Q9Y4G2","canon",1056,1,1,1,1
"9192","Q9Y4G6","canon",2542,6,6,3,3
"9193","Q9Y4G8","canon",1499,2,2,1,3
"9194","Q9Y4I1","canon",1855,5,5,12,8
"9195","Q9Y4J8","canon",743,2,2,2,1
"9196","Q9Y4K1","canon",1723,3,3,4,3
"9197","Q9Y4K3","canon",522,2,2,1,1
"9198","Q9Y4L1","canon",999,1,1,1,1
"9199","Q9Y4R7","canon",772,1,1,2,1
"9200","Q9Y4W6","canon",797,2,2,1,3
"9201","Q9Y520","canon",2896,1,1,5,3
"9202","Q9Y592","canon",693,6,6,1,5
"9203","Q9Y5A7","canon",615,6,6,2,2
"9204","Q9Y5B6","canon",917,1,1,3,2
"9205","Q9Y5B9","canon",1047,3,3,1,6
"9206","Q9Y5C1","canon",460,3,3,3,1
"9207","Q9Y5E2","canon",793,1,1,2,1
"9208","Q9Y5E5","canon",795,1,1,1,4
"9209","Q9Y5F0","canon",798,3,3,1,1
"9210","Q9Y5G0","canon",923,3,3,3,2
"9211","Q9Y5G5","canon",932,2,2,1,1
"9212","Q9Y5G6","canon",932,2,2,2,1
"9213","Q9Y5G8","canon",931,3,3,1,2
"9214","Q9Y5G9","canon",931,3,3,1,1
"9215","Q9Y5H0","canon",932,1,1,1,2
"9216","Q9Y5H1","canon",932,2,2,1,2
"9217","Q9Y5H2","canon",935,2,2,1,1
"9218","Q9Y5H6","canon",950,1,1,1,1
"9219","Q9Y5I3","canon",950,1,1,1,5
"9220","Q9Y5M8","canon",271,2,2,1,1
"9221","Q9Y5Q9","canon",886,3,3,3,2
"9222","Q9Y5S2","canon",1711,8,8,6,7
"9223","Q9Y5T5","canon",823,1,1,3,4
"9224","Q9Y5W7","canon",946,2,2,1,3
"9225","Q9Y5W8","canon",968,1,1,5,4
"9226","Q9Y5X1","canon",595,1,1,1,1
"9227","Q9Y5X2","canon",465,1,1,1,1
"9228","Q9Y5Y9","canon",1956,3,3,5,2
"9229","Q9Y608","canon",721,1,1,1,3
"9230","Q9Y615","canon",435,1,1,1,1
"9231","Q9Y618","canon",2525,4,4,4,5
"9232","Q9Y620","canon",910,1,1,2,1
"9233","Q9Y623","canon",1939,10,10,6,13
"9234","Q9Y653","canon",693,1,1,1,1
"9235","Q9Y666","canon",1083,1,1,1,2
"9236","Q9Y691","canon",235,1,1,3,1
"9237","Q9Y6A5","canon",838,4,4,3,3
"9238","Q9Y6B7","canon",739,4,4,4,2
"9239","Q9Y6C2","canon",1016,1,1,1,1
"9240","Q9Y6C5","canon",1203,1,1,1,1
"9241","Q9Y6D5","canon",1785,8,8,2,6
"9242","Q9Y6D6","canon",1849,6,6,1,7
"9243","Q9Y6D9","canon",718,8,8,6,2
"9244","Q9Y6E2","canon",419,1,1,1,2
"9245","Q9Y6E7","canon",314,1,1,3,2
"9246","Q9Y6F7","canon",541,3,3,2,3
"9247","Q9Y6F8","canon",540,3,3,2,3
"9248","Q9Y6G9","canon",523,1,1,1,2
"9249","Q9Y6H5","canon",919,2,2,2,2
"9250","Q9Y6J0","canon",2220,2,2,2,4
"9251","Q9Y6J8","canon",313,1,1,1,2
"9252","Q9Y6J9","canon",622,1,1,1,1
"9253","Q9Y6K1","canon",912,1,1,1,1
"9254","Q9Y6K8","canon",562,3,3,2,6
"9255","Q9Y6M1","canon",599,1,1,1,2
"9256","Q9Y6M7","canon",1214,1,1,2,4
"9257","Q9Y6N6","canon",1575,1,1,1,1
"9258","Q9Y6Q2","canon",735,1,1,3,1
"9259","Q9Y6R4","canon",1608,4,4,7,6
"9260","Q9Y6U3","canon",715,1,1,4,1
"9261","Q9Y6V0","canon",5065,8,8,8,8
"9262","Q9Y6V7","canon",483,3,3,2,2
"9263","Q9Y6W3","canon",813,3,3,2,1
"9264","Q9Y6W5","canon",498,2,2,2,2
"9265","Q9Y6X0","canon",1596,1,1,4,3
"9266","Q9Y6X3","canon",613,2,2,1,1
"9267","Q9Y6X6","canon",1858,3,3,5,5
"9268","Q9Y6X8","canon",837,1,1,2,1
"9269","Q9Y6X9","canon",1032,2,2,4,2
"9270","Q9Y6Y0","canon",642,2,2,1,1
"9271","Q9Y6Y1","canon",1673,2,2,4,1
"9272","A0A075B6R2","phos",117,1,0,1,0
"9273","A0A087WSX0","phos",123,1,0,1,0
"9274","A0A087X1C5","phos",515,1,0,1,0
"9275","A0A0B4J1U3","phos",117,1,0,1,0
"9276","A0A0B4J1V2","phos",119,1,0,1,0
"9277","A0A0C4DH34","phos",117,1,0,1,0
"9278","A0A0C4DH41","phos",118,1,0,1,0
"9279","A0PG75","phos",271,2,0,2,0
"9280","A0PJW8","phos",107,1,0,1,0
"9281","A1A5C7","phos",686,1,0,1,0
"9282","A1L168","phos",122,1,0,1,0
"9283","A1L170","phos",272,1,0,1,0
"9284","A1L190","phos",88,1,0,1,0
"9285","A1L429","phos",117,1,0,1,0
"9286","A1L453","phos",326,2,0,2,0
"9287","A1L4Q6","phos",167,1,0,1,0
"9288","A2RU48","phos",225,2,0,2,0
"9289","A2RU67","phos",622,1,0,1,0
"9290","A2RUQ5","phos",167,1,0,1,0
"9291","A2VCK2","phos",349,1,0,1,0
"9292","A4D0Y5","phos",90,1,0,1,0
"9293","A4D2G3","phos",310,1,0,1,0
"9294","A4GXA9","phos",379,1,0,1,0
"9295","A5PLL1","phos",514,2,0,2,0
"9296","A5YM72","phos",827,1,0,1,0
"9297","A6H8M9","phos",788,5,0,5,0
"9298","A6NC42","phos",116,1,0,1,0
"9299","A6NDE8","phos",117,1,0,1,0
"9300","A6NDG6","phos",321,2,0,2,0
"9301","A6NDX4","phos",124,1,0,1,0
"9302","A6NDY0","phos",278,1,0,1,0
"9303","A6NEQ2","phos",426,1,0,1,0
"9304","A6NFN9","phos",424,1,0,1,0
"9305","A6NFQ7","phos",191,1,0,1,0
"9306","A6NFU0","phos",413,1,0,1,0
"9307","A6NFU8","phos",196,1,0,1,0
"9308","A6NFY7","phos",115,1,0,1,0
"9309","A6NGB9","phos",483,2,0,2,0
"9310","A6NGC4","phos",264,1,0,1,0
"9311","A6NGH8","phos",418,1,0,1,0
"9312","A6NGR9","phos",719,1,0,1,0
"9313","A6NGY5","phos",319,2,0,2,0
"9314","A6NGZ8","phos",99,1,0,1,0
"9315","A6NHJ4","phos",632,2,0,2,0
"9316","A6NHQ2","phos",334,1,0,1,0
"9317","A6NHQ4","phos",379,1,0,1,0
"9318","A6NHS7","phos",340,1,0,1,0
"9319","A6NHX0","phos",329,1,0,1,0
"9320","A6NI15","phos",193,1,0,1,0
"9321","A6NI72","phos",391,1,0,1,0
"9322","A6NIE9","phos",313,1,0,1,0
"9323","A6NIM6","phos",579,1,0,1,0
"9324","A6NJI1","phos",115,2,0,2,0
"9325","A6NJL1","phos",495,1,0,1,0
"9326","A6NJT0","phos",531,1,0,1,0
"9327","A6NJV1","phos",201,1,0,1,0
"9328","A6NJW9","phos",211,1,0,1,0
"9329","A6NK75","phos",572,1,0,1,0
"9330","A6NKP2","phos",422,1,0,1,0
"9331","A6NKQ9","phos",187,1,0,1,0
"9332","A6NL88","phos",538,1,0,1,0
"9333","A6NLU5","phos",285,1,0,1,0
"9334","A6NMU1","phos",304,1,0,1,0
"9335","A6NN92","phos",205,1,0,1,0
"9336","A6NNH2","phos",459,1,0,1,0
"9337","A6PVY3","phos",158,1,0,1,0
"9338","A8MPX8","phos",630,2,0,2,0
"9339","A8MPY1","phos",467,1,0,1,0
"9340","A8MQ11","phos",134,1,0,1,0
"9341","A8MQ14","phos",1090,2,0,2,0
"9342","A8MSI8","phos",78,1,0,1,0
"9343","A8MT19","phos",583,1,0,1,0
"9344","A8MTI9","phos",375,1,0,1,0
"9345","A8MTL3","phos",300,1,0,1,0
"9346","A8MTQ0","phos",251,1,0,1,0
"9347","A8MTY0","phos",619,2,0,2,0
"9348","A8MU46","phos",457,1,0,1,0
"9349","A8MUA0","phos",341,1,0,1,0
"9350","A8MUV8","phos",499,1,0,1,0
"9351","A8MV81","phos",97,1,0,1,0
"9352","A8MVU1","phos",366,1,0,1,0
"9353","A8MWE9","phos",144,1,0,1,0
"9354","A8MXV6","phos",281,1,0,1,0
"9355","A8MYZ5","phos",107,1,0,1,0
"9356","A9UHW6","phos",222,2,0,2,0
"9357","B0FP48","phos",263,2,0,2,0
"9358","B0YJ81","phos",288,1,0,1,0
"9359","B1AK76","phos",121,2,0,2,0
"9360","B1ANH7","phos",110,2,0,2,0
"9361","B2RUZ4","phos",78,1,0,1,0
"9362","B2RXF0","phos",380,1,0,1,0
"9363","B2RXF5","phos",422,1,0,1,0
"9364","B2RXH2","phos",506,1,0,1,0
"9365","B2RXH4","phos",712,1,0,1,0
"9366","B3EWF7","phos",344,1,0,1,0
"9367","B3GLJ2","phos",98,1,0,1,0
"9368","B4DS77","phos",424,2,0,2,0
"9369","B4DX44","phos",427,1,0,1,0
"9370","B6A8C7","phos",271,1,0,1,0
"9371","B7Z6K7","phos",855,1,0,1,0
"9372","B9ZVM9","phos",353,1,0,1,0
"9373","C9J302","phos",202,1,0,1,0
"9374","C9JXX5","phos",98,1,0,1,0
"9375","E5RQL4","phos",147,1,0,1,0
"9376","E9PAV3","phos",2078,1,0,1,0
"9377","H0YL14","phos",139,1,0,1,0
"9378","H3BS89","phos",294,1,0,1,0
"9379","I1YAP6","phos",450,2,0,2,0
"9380","I3L1I5","phos",382,1,0,1,0
"9381","J3KSC0","phos",135,1,0,1,0
"9382","K7EIQ3","phos",104,1,0,1,0
"9383","O00124","phos",270,1,0,1,0
"9384","O00141","phos",431,2,0,2,0
"9385","O00192","phos",962,2,0,2,0
"9386","O00212","phos",210,1,0,1,0
"9387","O00219","phos",553,2,0,2,0
"9388","O00287","phos",272,2,0,2,0
"9389","O00292","phos",366,2,0,2,0
"9390","O00305","phos",520,1,0,1,0
"9391","O00322","phos",258,1,0,1,0
"9392","O00398","phos",339,1,0,1,0
"9393","O00399","phos",190,1,0,1,0
"9394","O00515","phos",517,2,0,2,0
"9395","O00587","phos",321,2,0,2,0
"9396","O00624","phos",439,2,0,2,0
"9397","O00628","phos",323,2,0,2,0
"9398","O00634","phos",580,1,0,1,0
"9399","O00743","phos",305,1,0,1,0
"9400","O00748","phos",559,1,0,1,0
"9401","O00767","phos",359,1,0,1,0
"9402","O14498","phos",428,1,0,1,0
"9403","O14512","phos",581,3,0,3,0
"9404","O14593","phos",260,1,0,1,0
"9405","O14607","phos",1347,1,0,1,0
"9406","O14618","phos",274,1,0,1,0
"9407","O14628","phos",629,2,0,2,0
"9408","O14641","phos",736,1,0,1,0
"9409","O14654","phos",1257,1,0,1,0
"9410","O14682","phos",589,5,0,5,0
"9411","O14717","phos",391,3,0,3,0
"9412","O14773","phos",563,2,0,2,0
"9413","O14775","phos",395,1,0,1,0
"9414","O14804","phos",337,1,0,1,0
"9415","O14818","phos",248,1,0,1,0
"9416","O14893","phos",280,1,0,1,0
"9417","O14905","phos",357,2,0,2,0
"9418","O14921","phos",159,2,0,2,0
"9419","O14925","phos",209,1,0,1,0
"9420","O14926","phos",492,1,0,1,0
"9421","O15040","phos",1411,3,0,3,0
"9422","O15062","phos",677,1,0,1,0
"9423","O15069","phos",1562,1,0,1,0
"9424","O15126","phos",338,1,0,1,0
"9425","O15155","phos",118,1,0,1,0
"9426","O15162","phos",318,2,0,2,0
"9427","O15194","phos",276,1,0,1,0
"9428","O15198","phos",467,1,0,1,0
"9429","O15209","phos",634,1,0,1,0
"9430","O15245","phos",554,1,0,1,0
"9431","O15260","phos",269,1,0,1,0
"9432","O15304","phos",175,1,0,1,0
"9433","O15350","phos",636,2,0,2,0
"9434","O15391","phos",372,1,0,1,0
"9435","O15405","phos",576,2,0,2,0
"9436","O15431","phos",190,2,0,2,0
"9437","O15514","phos",142,1,0,1,0
"9438","O15527","phos",345,1,0,1,0
"9439","O15544","phos",149,1,0,1,0
"9440","O15550","phos",1401,3,0,3,0
"9441","O43164","phos",708,1,0,1,0
"9442","O43173","phos",380,1,0,1,0
"9443","O43193","phos",412,1,0,1,0
"9444","O43194","phos",453,3,0,3,0
"9445","O43240","phos",276,1,0,1,0
"9446","O43242","phos",534,1,0,1,0
"9447","O43286","phos",388,1,0,1,0
"9448","O43315","phos",295,1,0,1,0
"9449","O43323","phos",396,1,0,1,0
"9450","O43345","phos",1280,2,0,2,0
"9451","O43399","phos",206,1,0,1,0
"9452","O43464","phos",458,2,0,2,0
"9453","O43474","phos",513,1,0,1,0
"9454","O43493","phos",480,1,0,1,0
"9455","O43543","phos",280,1,0,1,0
"9456","O43583","phos",198,1,0,1,0
