Call:,,,,
lm(formula = log(topMotifSum) ~ Length),,,,
Residuals:,,,,
Min,1Q,Median,3Q,Max
Q96HF1,295,2,0.415934855,
Q96HJ3,373,3,0.786409916,
Q96HU1,749,1,-0.480872343,
Q96HZ4,224,1,-0.245362411,
Q96IF1,538,1,-0.38621978,
Q96IZ0,340,2,0.39574829,
Q96J01,351,2,0.390813796,
Q96J77,140,1,-0.207680822,
Q96J84,757,1,-0.484461065,
Q96J88,318,2,0.405617277,
Q96JE9,813,3,0.589030164,
Q96JF6,807,2,0.186256598,
Q96JG8,741,1,-0.47728362,
Q96JH7,1222,2,9.16E-05,
Q96JN8,1562,2,-0.152429113,
Q96JP9,859,1,-0.530217281,
Q96JQ5,239,1,-0.252091266,
Q96K12,515,1,-0.375902202,
Q96K80,434,1,-0.339566384,
Q96KC8,554,1,-0.393397225,
Q96KN1,310,1,-0.283941181,
Q96KN2,507,2,0.320833702,
Q96KN4,292,1,-0.275866554,
Q96KX2,299,2,0.414140494,
Q96L34,752,1,-0.482218114,
Q96LB8,373,3,0.786409916,
Q96LD1,299,1,-0.279006687,
Q96LQ0,422,1,-0.334183299,
Q96LZ7,410,1,-0.328800215,
Q96M42,142,1,-0.208578003,
Q96M63,670,4,0.940860656,
Q96M69,825,3,0.58364708,
Q96M94,604,1,-0.415826742,
Q96MB7,349,1,-0.301436204,
Q96MC4,621,2,0.269694402,
Q96MF7,247,3,0.8429323,
Q96MM7,605,1,-0.416275333,
Q96MW1,224,1,-0.245362411,
Q96MW5,612,1,-0.419415465,
Q96MZ0,367,1,-0.30951083,
Q96N16,626,1,-0.42569573,
Q96NB3,372,3,0.786858507,
Q96NI6,719,2,0.225732548,
Q96NN9,605,1,-0.416275333,
Q96NU1,681,3,0.64824409,
Q96NX9,599,1,-0.413583791,
Q96NY9,551,2,0.301095726,
Q96NZ8,548,1,-0.390705683,
Q96P09,236,1,-0.250745495,
Q96P15,392,1,-0.320725589,
Q96P47,875,2,0.155752454,
Q96P53,400,1,-0.324314312,
Q96P66,508,2,0.320385111,
Q96PD2,775,3,0.606076597,
Q96PG1,132,1,-0.204092099,
Q96PG2,267,3,0.833960493,
Q96PL5,475,1,-0.357958588,
Q96PM5,261,2,0.431186927,
Q96PP9,640,3,0.666636294,
Q96Q06,1357,1,-0.753615273,
Q96QA5,445,3,0.754111411,
Q96QE5,360,1,-0.306370698,
Q96QR8,312,3,0.813773927,
Q96QU6,501,3,0.728990352,
Q96RD6,677,2,0.244573343,
Q96RI1,486,2,0.330254099,
Q96RQ3,725,2,0.223041006,
Q96RU2,1077,3,0.470602313,
Q96RU8,372,2,0.381393398,
Q96S06,567,2,0.293918281,
Q96S55,665,2,0.249956427,
Q96SD1,692,2,0.237844488,
Q96SM3,734,1,-0.474143487,
Q96ST2,819,1,-0.512273667,
Q96T17,732,6,1.318513163,
Q96T49,567,2,0.293918281,
Q99075,208,1,-0.238184965,
Q99459,802,4,0.88164673,
Q99497,189,1,-0.229661749,
Q99543,621,3,0.67515951,
Q99558,947,2,0.123453949,
Q99578,217,1,-0.242222278,
Q99594,435,2,0.353132207,
Q99627,209,1,-0.238633556,
Q99645,322,1,-0.289324265,
Q99661,725,3,0.628506114,
Q99684,422,1,-0.334183299,
Q99727,224,1,-0.245362411,
Q99729,332,1,-0.293810168,
Q99733,375,1,-0.313099553,
Q99856,593,1,-0.410892249,
Q99943,283,1,-0.271829241,
Q99961,368,2,0.38318776,
Q99969,163,2,0.475148781,
Q99972,504,1,-0.370967708,
Q9BPZ7,522,4,1.007252027,
Q9BQ75,279,1,-0.27003488,
Q9BQE4,189,1,-0.229661749,
Q9BQE9,202,1,-0.235493423,
Q9BRF8,314,1,-0.285735542,
Q9BRJ6,194,2,0.46124248,
Q9BRL6,282,1,-0.271380651,
Q9BRR8,931,1,-0.562515786,
Q9BRS8,491,1,-0.365136033,
Q9BRT9,223,2,0.44823336,
Q9BRZ2,755,1,-0.483563885,
Q9BS91,424,1,-0.33508048,
Q9BT04,418,2,0.360758243,
Q9BT09,278,2,0.423560891,
Q9BT25,410,3,0.769812073,
Q9BTA9,647,1,-0.435116127,
Q9BTP6,218,1,-0.242670869,
Q9BTU6,479,2,0.333394231,
Q9BTX7,342,2,0.394851109,
Q9BTY2,467,3,0.744242424,
Q9BU19,519,1,-0.377696563,
Q9BUB5,465,3,0.745139604,
Q9BUE6,129,1,-0.202746328,
Q9BUF5,446,2,0.348197713,
Q9BUI4,534,1,-0.384425418,
Q9BUQ8,820,4,0.873572104,
Q9BV35,468,1,-0.354818455,
Q9BV79,373,2,0.380944808,
Q9BVA1,445,2,0.348646303,
Q9BVH7,336,1,-0.29560453,
Q9BVI0,1012,5,1.010586309,
Q9BVI4,516,1,-0.376350792,
Q9BVL2,599,2,0.27956339,
Q9BVM2,203,1,-0.235942014,
Q9BWN1,585,1,-0.407303526,
Q9BWQ6,316,1,-0.286632723,
Q9BWV7,592,1,-0.410443658,
Q9BX69,1037,2,0.083080818,
Q9BXB7,569,4,0.986168281,
Q9BXG8,430,1,-0.337772022,
Q9BXI6,508,2,0.320385111,
Q9BXP5,876,2,0.155303864,
Q9BXU3,409,1,-0.328351625,
Q9BXX3,1397,3,0.327053402,
Q9BXY8,128,1,-0.202297738,
Q9BY11,444,1,-0.344052287,
Q9BY32,194,1,-0.231904701,
Q9BY42,306,1,-0.282146819,
Q9BY43,222,2,0.44868195,
Q9BY78,433,1,-0.339117793,
Q9BYC8,188,1,-0.229213158,
Q9BYD2,267,2,0.428495385,
Q9BYE7,350,1,-0.301884794,
Q9BYJ9,559,1,-0.395640177,
Q9BYN8,205,1,-0.236839194,
Q9BYS8,371,1,-0.311305192,
Q9BYV9,841,1,-0.522142654,
Q9BYX7,375,1,-0.313099553,
Q9BYZ6,727,2,0.222143826,
Q9BZH6,1224,3,0.404659532,
Q9BZI7,483,1,-0.361547311,
Q9BZR8,327,1,-0.291567217,
Q9BZZ2,1709,1,-0.911519075,
Q9C026,710,2,0.229769861,
Q9C030,488,2,0.329356918,
Q9C035,493,1,-0.366033214,
Q9C0C6,399,1,-0.323865721,
Q9C0D3,744,3,0.619982898,
Q9C0E4,1043,2,0.080389276,
Q9C0E8,428,2,0.356272339,
Q9GZR2,422,1,-0.334183299,
Q9GZU0,229,4,1.138688998,
Q9GZU8,254,1,-0.258820121,
Q9GZZ6,450,1,-0.346743829,
Q9H069,523,1,-0.379490924,
Q9H082,229,1,-0.247605363,
Q9H0A8,199,1,-0.234147652,
Q9H0C8,392,1,-0.320725589,
Q9H0E9,1235,2,-0.00574007,
Q9H0G5,558,3,0.703420702,
Q9H0N0,254,1,-0.258820121,
Q9H0P0,336,3,0.803007759,
Q9H0Q0,323,1,-0.289772855,
Q9H0R4,259,1,-0.261063073,
Q9H116,711,1,-0.463825909,
Q9H156,845,3,0.574675273,
Q9H175,543,1,-0.388462731,
Q9H190,292,2,0.417280626,
Q9H1B5,865,1,-0.532908823,
Q9H1J1,476,2,0.334740002,
Q9H1Q7,454,1,-0.34853819,
Q9H2C0,597,1,-0.41268661,
Q9H2E6,1030,4,0.779368131,
Q9H2G9,400,1,-0.324314312,
Q9H2U6,94,1,-0.187045666,
Q9H347,655,2,0.254442331,
Q9H3K2,345,1,-0.299641843,
Q9H3P7,528,5,1.227704036,
Q9H3S1,761,2,0.206891754,
Q9H3S4,243,1,-0.253885627,
Q9H3W5,708,1,-0.462480138,
Q9H479,309,1,-0.28349259,
Q9H4G0,881,1,-0.540086268,
Q9H4I2,956,1,-0.573730544,
Q9H4I3,376,3,0.785064145,
Q9H4K1,309,3,0.815119698,
Q9H511,634,1,-0.429284453,
Q9H579,483,2,0.33159987,
Q9H5V9,222,3,0.854147058,
Q9H628,205,1,-0.236839194,
Q9H6P5,420,1,-0.333286119,
Q9H6Q4,476,2,0.334740002,
Q9H6R7,721,2,0.224835368,
Q9H6Z9,239,1,-0.252091266,
Q9H777,363,3,0.79089582,
Q9H792,1746,1,-0.928116918,
Q9H7Y0,433,3,0.759494495,
Q9H832,354,1,-0.303679156,
Q9H867,229,1,-0.247605363,
Q9H875,184,2,0.465728384,
Q9H8E8,782,1,-0.495675824,
Q9H8H3,244,2,0.438812963,
Q9H8W3,233,1,-0.249399724,
Q9H8W5,580,1,-0.405060574,
Q9H972,538,2,0.306927401,
Q9H9L4,492,1,-0.365584624,
Q9HA77,564,2,0.295264052,
Q9HAF1,191,1,-0.230558929,
Q9HAU0,1116,2,0.047642181,
Q9HAY2,307,2,0.410551771,
Q9HAZ2,1276,1,-0.717279455,
Q9HB65,397,2,0.37017864,
Q9HBA0,871,1,-0.535600365,
Q9HBE1,687,2,0.240087439,
Q9HBH7,125,1,-0.200951967,
Q9HBH9,465,1,-0.353472684,
Q9HBI0,331,2,0.399785603,
Q9HBI1,364,1,-0.308165059,
Q9HBL6,345,1,-0.299641843,
Q9HBL8,299,1,-0.279006687,
Q9HBR0,1119,5,0.962587142,
Q9HBU1,254,1,-0.258820121,
Q9HC36,420,1,-0.333286119,
Q9HC44,474,1,-0.357509997,
Q9HCD5,579,1,-0.404611984,
Q9HCE5,456,1,-0.349435371,
Q9HCE7,757,2,0.208686115,
Q9HCM7,1045,2,0.079492096,
Q9HCM9,518,3,0.721364316,
Q9HCN4,374,1,-0.312650963,
Q9HCS2,524,1,-0.379939515,
Q9HD23,443,3,0.755008592,
Q9NNW7,524,1,-0.379939515,
Q9NP56,450,1,-0.346743829,
Q9NP72,206,2,0.455859396,
Q9NPB8,672,2,0.246816295,
Q9NPD5,702,1,-0.459788596,
Q9NPF8,381,1,-0.315791095,
Q9NPI8,374,1,-0.312650963,
Q9NPJ6,270,1,-0.265997567,
Q9NQ36,999,1,-0.593019929,
Q9NQ38,1064,2,0.070968879,
Q9NQ50,206,1,-0.237287785,
Q9NQ60,294,1,-0.276763735,
Q9NQ88,270,1,-0.265997567,
Q9NQ89,552,3,0.706112244,
Q9NQA3,447,1,-0.345398058,
Q9NQC3,1192,1,-0.679597866,
Q9NQE9,182,1,-0.226521616,
Q9NQG6,463,3,0.746036785,
Q9NQG7,708,2,0.230667042,
Q9NQH7,507,2,0.320833702,
Q9NQP4,134,1,-0.20498928,
Q9NQR7,707,3,0.636580741,
Q9NQS7,918,1,-0.556684111,
Q9NQV6,1147,3,0.439200988,
Q9NQW1,1179,2,0.019380989,
Q9NQX3,736,1,-0.475040668,
Q9NQZ2,479,1,-0.359752949,
Q9NR00,106,1,-0.19242875,
Q9NR16,1453,3,0.301932342,
Q9NR34,630,1,-0.427490091,
Q9NR61,685,1,-0.45216256,
Q9NRC9,128,1,-0.202297738,
Q9NRG4,433,1,-0.339117793,
Q9NRR4,1374,1,-0.761241309,
Q9NRR5,601,1,-0.414480971,
Q9NRX4,125,1,-0.200951967,
Q9NRY5,505,1,-0.371416298,
Q9NS18,164,1,-0.21844699,
Q9NSD9,589,1,-0.409097887,
Q9NSE7,274,1,-0.267791928,
Q9NTG1,2253,6,0.636207246,
Q9NTI7,297,1,-0.278109506,
Q9NTK5,396,1,-0.32251995,
Q9NTM9,273,2,0.425803843,
Q9NTN9,838,1,-0.520796883,
Q9NTX9,383,1,-0.316688276,
Q9NUB1,689,1,-0.453956922,
Q9NUG4,571,1,-0.401023261,
Q9NUJ3,509,2,0.319936521,
Q9NUL5,291,1,-0.275417964,
Q9NUP7,481,2,0.332497051,
Q9NUQ9,324,1,-0.290221446,
Q9NV23,265,1,-0.263754615,
Q9NVA4,438,1,-0.341360745,
Q9NVD7,372,1,-0.311753782,
Q9NVM4,692,1,-0.455302693,
Q9NVM6,304,2,0.411897542,
Q9NVN3,520,1,-0.378145153,
Q9NVR5,837,1,-0.520348293,
Q9NVV9,213,2,0.452719263,
Q9NW68,430,1,-0.337772022,
Q9NWF9,866,3,0.565254876,
Q9NWH7,488,1,-0.363790262,
Q9NWT1,392,1,-0.320725589,
Q9NWT8,199,1,-0.234147652,
Q9NX04,203,1,-0.235942014,
Q9NX40,245,1,-0.254782808,
Q9NX78,707,1,-0.462031548,
Q9NXD2,777,5,1.11600504,
Q9NXE8,425,3,0.763083218,
Q9NXK8,326,1,-0.291118626,
Q9NXP7,522,1,-0.379042334,
Q9NXR8,418,1,-0.332388938,
Q9NY27,417,1,-0.331940348,
Q9NY28,637,1,-0.430630224,
Q9NY57,414,1,-0.330594577,
Q9NYA3,693,8,1.623690258,
Q9NYA4,1195,3,0.417668652,
Q9NYL2,800,1,-0.50375045,
Q9NYP3,566,1,-0.398780309,
Q9NYS0,192,1,-0.23100752,
Q9NYV6,651,1,-0.436910489,
Q9NYZ3,720,1,-0.467863223,
Q9NZ72,180,2,0.467522745,
Q9NZD8,308,1,-0.283044,
Q9NZH6,218,1,-0.242670869,
Q9NZT2,677,2,0.244573343,
Q9P032,175,1,-0.223381484,
Q9P1U1,418,3,0.766223351,
Q9P1Y6,1649,1,-0.884603654,
Q9P1Z3,774,1,-0.492087101,
Q9P203,1132,1,-0.652682445,
Q9P209,647,3,0.663496161,
Q9P260,1216,4,0.695930327,
Q9P275,1121,4,0.73854641,
Q9P286,719,2,0.225732548,
Q9P289,416,1,-0.331491757,
Q9P2B7,532,3,0.715084051,
Q9P2E7,1040,1,-0.611412133,
Q9P2F6,1191,2,0.013997905,
Q9P2F8,1722,1,-0.917350749,
Q9P2J3,617,1,-0.421658417,
Q9P2K5,600,1,-0.414032381,
Q9P2M1,347,1,-0.300539023,
Q9P2R6,1566,2,-0.154223475,
Q9P2U7,560,1,-0.396088767,
Q9P2V4,623,1,-0.424349959,
Q9UBC3,853,1,-0.527525739,
Q9UBE8,527,1,-0.381285286,
Q9UBG3,495,2,0.326216786,
Q9UBH6,696,1,-0.457097054,
Q9UBJ2,740,1,-0.476835029,
Q9UBK9,157,3,0.883305431,
Q9UBM4,332,1,-0.293810168,
Q9UBM7,475,1,-0.357958588,
Q9UBP6,276,1,-0.268689109,
Q9UBR1,384,1,-0.317136866,
Q9UBS8,474,3,0.741102291,
Q9UBT2,640,2,0.261171186,
Q9UBU7,674,4,0.939066294,
Q9UDY8,824,2,0.178630562,
Q9UF47,199,1,-0.234147652,
Q9UGC6,210,1,-0.239082146,
Q9UGC7,380,1,-0.315342505,
Q9UGI0,708,4,0.923814223,
Q9UGK3,403,3,0.772952206,
Q9UGK8,458,1,-0.350332552,
Q9UGM6,360,2,0.386776483,
Q9UGP4,676,1,-0.448125247,
Q9UGY1,213,1,-0.240427917,
Q9UH62,379,1,-0.314893915,
Q9UHA3,163,1,-0.2179984,
Q9UHK0,495,1,-0.366930395,
Q9UHN1,485,3,0.736167797,
Q9UHQ1,456,1,-0.349435371,
Q9UHR5,308,1,-0.283044,
Q9UIC8,334,1,-0.294707349,
Q9UIY3,292,2,0.417280626,
Q9UJ99,828,1,-0.51631098,
Q9UJM3,462,2,0.341020267,
Q9UJQ7,156,1,-0.214858267,
Q9UJT0,475,2,0.335188593,
Q9UJU2,399,2,0.369281459,
Q9UJU6,430,1,-0.337772022,
Q9UJV3,735,2,0.218555103,
Q9UJV8,347,2,0.392608157,
Q9UJV9,622,1,-0.423901369,
Q9UJW0,460,2,0.341917448,
Q9UJX3,599,2,0.27956339,
Q9UK28,342,1,-0.298296072,
Q9UKA1,691,1,-0.454854103,
Q9UKG4,626,1,-0.42569573,
Q9UKU9,493,2,0.327113967,
Q9UKW4,847,2,0.168312984,
Q9UKX5,1188,2,0.015343676,
Q9UKZ9,415,1,-0.331043167,
Q9UL26,194,2,0.46124248,
Q9UL51,889,2,0.14947219,
Q9ULC5,683,3,0.647346909,
Q9ULI3,1381,2,-0.071234261,
Q9ULS5,477,6,1.432903701,
Q9ULW5,256,2,0.433429879,
Q9ULX6,646,1,-0.434667537,
Q9ULX7,337,2,0.397094061,
Q9UM47,2321,3,-0.087444078,
Q9UMD9,1497,2,-0.123270741,
Q9UMN6,2715,3,-0.264188674,
Q9UMR7,237,1,-0.251194085,
Q9UMY1,257,1,-0.260165892,
Q9UMZ2,1314,5,0.875112024,
Q9UN81,338,1,-0.29650171,
Q9UN88,632,1,-0.428387272,
Q9UNF0,486,2,0.330254099,
Q9UNM6,376,1,-0.313548143,
Q9UNQ2,313,2,0.407860229,
Q9UNS1,1208,6,1.104984158,
Q9UPG8,496,1,-0.367378985,
Q9UPI3,526,1,-0.380836695,
Q9UPN4,1083,3,0.46791077,
Q9UPP2,1182,6,1.116647507,
Q9UPQ3,857,2,0.163827081,
Q9UPR0,1127,3,0.448172795,
Q9UPU7,963,3,0.521741612,
Q9UPV0,1460,7,1.14609007,
Q9UPZ9,632,2,0.264759908,
Q9UQ03,480,2,0.332945641,
Q9UQ05,1017,2,0.092052625,
Q9UQ35,2752,1,-1.379398806,
Q9UQ88,783,2,0.197022766,
Q9UQC2,676,1,-0.448125247,
Q9UQN3,213,1,-0.240427917,
Q9Y224,244,1,-0.254334218,
Q9Y262,564,3,0.70072916,
Q9Y265,456,3,0.749176917,
Q9Y276,419,1,-0.332837528,
Q9Y2B2,252,1,-0.257922941,
Q9Y2C9,796,1,-0.501956089,
Q9Y2G3,1177,3,0.425743278,
Q9Y2J2,1087,2,0.060651301,
Q9Y2J4,779,5,1.115107859,
Q9Y2W2,641,1,-0.432424585,
Q9Y2W6,561,1,-0.396537358,
Q9Y2X3,529,3,0.716429822,
Q9Y2X7,761,1,-0.486255427,
Q9Y2Y4,487,2,0.329805509,
Q9Y305,439,2,0.351337845,
Q9Y314,301,1,-0.279903868,
Q9Y383,392,2,0.372421592,
Q9Y3A0,265,1,-0.263754615,
Q9Y3B9,282,2,0.42176653,
Q9Y3D6,152,1,-0.213063906,
Q9Y3D9,190,1,-0.230110339,
Q9Y448,316,2,0.406514458,
Q9Y4C2,921,2,0.135117298,
Q9Y4D2,1042,1,-0.612309314,
Q9Y4K4,846,1,-0.524385606,
Q9Y4P3,447,2,0.347749122,
Q9Y548,306,1,-0.282146819,
Q9Y581,213,1,-0.240427917,
Q9Y597,815,1,-0.510479305,
Q9Y5E4,795,2,0.191639682,
Q9Y5F2,797,1,-0.502404679,
Q9Y5F9,930,1,-0.562067195,
Q9Y5K5,329,2,0.400682783,
Q9Y5N6,252,1,-0.257922941,
Q9Y5P4,624,3,0.673813739,
Q9Y5P6,360,1,-0.306370698,
Q9Y5V3,778,2,0.199265718,
Q9Y5Y3,372,1,-0.311753782,
Q9Y5Y6,855,2,0.164724261,
Q9Y600,493,3,0.732579075,
Q9Y616,596,3,0.686374269,
Q9Y617,370,1,-0.310856601,
Q9Y624,299,1,-0.279006687,
Q9Y697,457,1,-0.349883962,
Q9Y6E0,443,1,-0.343603697,
Q9Y6K9,419,3,0.76577476,
Q9Y6M9,179,2,0.467971335,
Q9Y6N9,552,1,-0.392500044,
Q9Y6Y9,160,1,-0.216652629,
A0A087WUL8,3843,16,0.903777849,
A0A087WVF3,549,3,0.707458015,
A0A087WXS9,549,3,0.707458015,
A0A087X1G2,549,3,0.707458015,
A0A096LP49,1063,2,0.071417469,
A0AUZ9,987,2,0.105510336,
A0AVI2,2093,3,0.014834521,
A0AVT1,1052,3,0.481817071,
A0FGR8,921,2,0.135117298,
A0JNW5,1464,2,-0.108467259,
A0MZ66,631,4,0.958355679,
A0PK00,339,1,-0.296950301,
A1A4S6,786,2,0.195676995,
A1IGU5,675,3,0.650935632,
A1KZ92,1463,3,0.297446439,
A1YPR0,619,1,-0.422555598,
A1Z1Q3,448,1,-0.345846648,
A2A2Y4,597,2,0.280460571,
A2A2Z9,1011,6,1.193356456,
A2AJT9,711,2,0.229321271,
A2CJ06,578,3,0.694448895,
A2PYH4,1435,3,0.310006969,
A2RRH5,827,1,-0.51586239,
A2RRP1,2371,5,0.400952029,
A2RTY3,570,3,0.698037618,
A2RU30,521,2,0.314553437,
A2RUB1,952,1,-0.571936183,
A2VCL2,907,7,1.394160532,
A2VEC9,5147,2,-1.760625504,
A3KMH1,1905,10,1.30314231,
A3KN83,1393,4,0.616529836,
A3QJZ7,478,3,0.73930793,
A4D0S4,1761,5,0.67459214,
A4D1B5,854,1,-0.527974329,
A4D1E1,1349,3,0.348585738,
A4D1F6,860,3,0.567946418,
A4FU01,709,1,-0.462928729,
A4FU69,1503,5,0.790328449,
A4QPB2,252,1,-0.257922941,
A4QPH2,592,2,0.282703522,
A4UGR9,3374,7,0.287488148,
A5D8V7,595,6,1.37997004,
A5PLK6,1076,2,0.065585795,
A5YKK6,2376,4,0.175565525,
A6H8Y1,2624,3,-0.223366953,
A6NC78,632,3,0.670225017,
A6NC97,362,2,0.385879302,
A6NC98,1476,3,0.291614764,
A6NCC3,632,5,1.18105064,
A6NCI4,1184,3,0.422603146,
A6NCI8,922,1,-0.558478472,
A6NCM1,817,5,1.098061426,
A6NCN8,305,4,1.104596132,
A6NDS4,549,3,0.707458015,
A6NDZ8,208,1,-0.238184965,
A6NE01,2351,2,-0.506366896,
A6NE82,208,1,-0.238184965,
A6NER0,549,3,0.707458015,
A6NES4,1674,4,0.490475948,
A6NFE2,343,3,0.799867627,
A6NGE4,600,2,0.2791148,
A6NGG8,1288,2,-0.029515359,
A6NGH7,325,1,-0.290670036,
A6NGN4,478,3,0.73930793,
A6NGW2,1772,1,-0.939780267,
A6NHC0,703,1,-0.460237187,
A6NHR8,397,2,0.37017864,
A6NHR9,2005,3,0.054310471,
A6NI56,674,4,0.939066294,
A6NJ08,208,1,-0.238184965,
A6NJ78,407,1,-0.327454444,
A6NJJ6,358,2,0.387673663,
A6NK02,468,2,0.338328725,
A6NK89,507,2,0.320833702,
A6NKC9,451,1,-0.347192419,
A6NKT7,1758,5,0.675937911,
A6NM11,1700,2,-0.214334581,
A6NM15,247,1,-0.255679989,
A6NM43,557,2,0.298404184,
A6NM62,1247,1,-0.704270335,
A6NMD2,632,3,0.670225017,
A6NMS7,1700,2,-0.214334581,
A6NMZ7,2263,6,0.631721343,
A6NN73,597,7,1.533223539,
A6NNM8,815,1,-0.510479305,
A6NNP5,214,1,-0.240876507,
A6NNT2,1141,1,-0.656719758,
A6PVC2,850,1,-0.526179968,
A6PVS8,624,3,0.673813739,
A6QL63,1104,1,-0.640121915,
A6QL64,1941,7,0.930318114,
A7E2F4,631,8,1.65150286,
A7E2V4,1837,1,-0.968938639,
A7E2Y1,1941,11,1.382303238,
A7KAX9,2087,1,-1.081086226,
A7MCY6,615,1,-0.420761236,
A8K0R7,811,1,-0.508684944,
A8K2U0,1454,1,-0.797128537,
A8K8P3,1242,3,0.396584905,
A8MPP1,907,3,0.546862671,
A8MQT2,603,8,1.66406339,
A8MT70,800,3,0.594861838,
A8MTJ3,354,2,0.389468025,
A8MUH7,402,4,1.061082869,
A8MVX0,844,1,-0.523488425,
A8MW95,431,1,-0.338220613,
A8MXD5,290,1,-0.274969374,
A8MYB1,307,2,0.410551771,
A8TX70,2615,4,0.068352433,
A9QM74,516,1,-0.376350792,
A9YTQ3,701,1,-0.459340006,
B0I1T2,1018,3,0.497069143,
B1AJZ9,1412,6,1.013471727,
B2RTY4,2548,10,1.014698718,
B4DH59,902,3,0.549105623,
B4DU55,563,1,-0.397434538,
B5MCY1,1934,4,0.373842458,
B5ME19,914,1,-0.55488975,
B7ZAP0,253,3,0.840240758,
B7ZC32,967,5,1.030772874,
B9A6J9,549,3,0.707458015,
C9J798,803,2,0.188050959,
C9JQI7,657,2,0.25354515,
E7EW31,1015,1,-0.600197375,
F5H4B4,570,2,0.29257251,
F8WBI6,632,5,1.18105064,
H0Y7S4,382,2,0.376907495,
H3BSY2,632,4,0.957907089,
H3BUK9,544,2,0.304235859,
I6L899,631,5,1.181499231,
O00139,706,5,1.147854955,
O00148,427,4,1.04986811,
O00180,336,3,0.803007759,
O00189,453,1,-0.3480896,
O00203,1094,2,0.057511169,
O00204,365,1,-0.30861365,
O00206,839,1,-0.521245474,
O00222,908,1,-0.552198208,
O00231,422,2,0.358963881,
O00267,1087,2,0.060651301,
O00268,1085,2,0.061548482,
O00291,1037,4,0.776227999,
O00300,401,1,-0.324762902,
O00329,1044,2,0.079940686,
O00339,956,1,-0.573730544,
O00370,1275,2,-0.023683684,
O00410,1097,1,-0.636981783,
O00411,1230,4,0.689650062,
O00423,815,1,-0.510479305,
O00425,579,2,0.288535197,
O00429,736,2,0.218106512,
O00443,1686,3,0.197410792,
O00444,970,2,0.113136371,
O00451,464,2,0.340123087,
O00463,557,4,0.991551365,
O00468,2067,2,-0.378967238,
O00471,708,6,1.329279331,
O00482,541,1,-0.387565551,
O00507,2555,2,-0.597879327,
O00533,1208,1,-0.686775311,
O00534,786,1,-0.497470185,
O00541,588,1,-0.408649297,
O00562,1244,2,-0.009777383,
O00566,681,5,1.159069713,
O00591,440,1,-0.342257926,
O00635,465,2,0.339674496,
O00750,1634,3,0.22073749,
O00763,2458,2,-0.554366063,
O14513,1909,4,0.385057217,
O14514,1584,2,-0.162298101,
O14526,889,2,0.14947219,
O14529,1486,2,-0.118336247,
O14578,2027,13,1.510778553,
O14617,1153,3,0.436509446,
O14626,319,1,-0.287978494,
O14646,1710,2,-0.218820485,
O14647,1828,3,0.133710963,
O14653,212,1,-0.239979327,
O14678,606,2,0.276423257,
O14686,5537,6,-0.83696345,
O14715,1765,6,0.855119335,
O14727,1248,1,-0.704718925,
O14745,358,2,0.387673663,
O14746,1132,1,-0.652682445,
O14764,452,1,-0.34764101,
O14777,642,2,0.260274005,
O14782,793,6,1.291149151,
O14791,398,1,-0.323417131,
O14793,375,1,-0.313099553,
O14795,1591,4,0.527708947,
O14802,1390,4,0.617875607,
O14815,690,2,0.238741668,
O14827,1237,2,-0.006637251,
O14841,1288,4,0.663631822,
O14863,429,2,0.355823749,
O14867,736,1,-0.475040668,
O14879,490,3,0.733924846,
O14904,365,2,0.384533531,
O14917,1159,3,0.433817904,
O14939,933,1,-0.563412966,
O14964,777,3,0.605179416,
O14974,1030,2,0.086220951,
O14981,1849,1,-0.974321723,
O15013,1369,4,0.627296004,
O15016,1216,3,0.408248254,
O15020,2390,10,1.085575992,
O15021,2626,3,-0.224264134,
O15031,1838,3,0.129225059,
O15033,823,3,0.58454426,
O15034,1052,1,-0.616795217,
O15047,1707,3,0.187990395,
O15049,544,4,0.997383039,
O15050,2925,7,0.488905213,
O15054,1643,1,-0.881912112,
O15055,1255,2,-0.014711877,
O15056,1496,3,0.282642958,
O15061,1565,2,-0.153774884,
O15066,747,5,1.129462751,
O15067,1338,3,0.353520232,
O15068,1137,2,0.038221784,
O15078,2479,24,1.921120189,
O15079,494,1,-0.366481804,
O15083,957,7,1.371731014,
O15085,1522,3,0.270979609,
O15105,426,1,-0.335977661,
O15111,745,2,0.214069199,
O15117,783,1,-0.496124414,
O15123,496,2,0.325768196,
O15164,1050,1,-0.615898037,
O15169,862,1,-0.531563052,
O15217,222,1,-0.24446523,
O15226,690,2,0.238741668,
O15228,680,1,-0.449919609,
O15230,3695,4,-0.416125141,
O15259,732,1,-0.473246307,
O15265,892,1,-0.545020762,
O15294,1046,1,-0.614103675,
O15327,924,1,-0.559375653,
O15360,1455,3,0.301035162,
O15394,837,2,0.172798888,
O15397,1037,4,0.776227999,
O15399,1336,1,-0.744194876,
O15417,2968,8,0.603147221,
O15439,1325,1,-0.739260382,
O15440,1437,2,-0.09635532,
O15446,510,1,-0.37365925,
O15455,904,2,0.142743334,
O15479,319,1,-0.287978494,
O15480,346,2,0.393056747,
O15481,346,1,-0.300090433,
O15484,640,1,-0.431975995,
O15488,501,1,-0.369621937,
O15516,846,1,-0.524385606,
O15519,480,2,0.332945641,
O15528,508,2,0.320385111,
O15534,1290,1,-0.72355972,
O15537,224,1,-0.245362411,
O15553,781,2,0.197919947,
O43143,795,3,0.59710479,
O43147,1006,4,0.7901343,
O43148,476,1,-0.358407178,
O43149,2961,10,0.829430905,
O43151,1660,5,0.719899765,
